Component_Abbrev,Level_Name,d_Level_id,Unit_Name,Unit_ID,Definition
GC,Geoform,19,Cone,70,"(a) A type of submarine, fan-shaped deposit—especially a deep-sea fan associated with a major active delta (such as deltas of the Mississippi, Nile, and Ganges Rivers). (b) A formation resulting from the extrusion of material onto the surrounding seabed (e.g., a volcanic cone)."
GC,Physiographic Setting,17,Continental/Island Rise,43,An area that lies at the deepest part of a continental or island margin between the continental slope and the abyssal plain. The rise is a gentle incline (with slopes of 0.5° to 1°) and it has generally smooth topography—although it may bear submarine canyons.
GC,Physiographic Setting,17,Continental/Island Shelf,44,"That part of the continental margin that is between the shoreline and the continental slope (or a depth or 200 meters when there is no noticeable continental slope); it is characterized by its very gentle slope of 0.1°. Island shelves are analogous to the continental shelves, but surround islands."
GC,Physiographic Setting,17,Continental/Island Shore Complex,45,"This feature includes the land-water interface zone and contains geoforms across a diversity of scales. For CMECS, the supratidal zone forms the landward limit of geoforms found within the shore complex setting. This setting does not include the land-water interface along tidal rivers that may extend a considerable distance inland."
GC,Physiographic Setting,17,Continental/Island Slope,46,"That part of the continental margin that is between the continental shelf and the continental rise (if there is one); it is characterized by its relatively steep slope of 1.5 - 6°. Island slopes are analogous to the continental slopes, but occur around islands."
GC,Tectonic Setting,21,Convergent Active Continental Margin,31,"Intense areas of active magmatism, where the oceanic lithosphere is subducted beneath the continental lithosphere. This results in chains of volcanoes near the continental margin; the leading edge of the continental plate is usually studded with steep mountain ranges."
GC,Geoform Type,20,Coral Head/Bomme,202,"Individual, massive coral colonies—usually with a boulder or mound-like shape."
GC,Geoform Type,20,Coral Pinnacle,203,"A hard, columnar structure formed primarily by the growth of hard corals and other encrusting organisms. These can occur as isolated vertical structures or in association with other pinnacles."
GC,Geoform,19,Coral Reef Island,190,A tropical island built of organic material derived from the skeletons of corals and other reef associates. Coral islands are usually low and may be several kilometers in size. Typically their structure is integrally part of a living or relatively recent coral reef.
GC,Geoform,19,Cove,71,"A small, narrow, sheltered bay or recess in an estuary; often found inside a larger embayment (modified from Jackson 1997)."
GC,Geoform,19,Dam,235,"An obstruction across a flow that produces a lake, pond, or other widening."
GC,Geoform Type,20,Deep Coral Carbonate Mound,198,"Topographic seafloor structures that are the result of previous periods of coral growth, often with successive periods of reef development, sedimentation, and erosion. These are elevated structures, composed of coral fossils and accumulated interstitial sediments. This type includes structures variously referred to as carbonate knolls, coral banks, bio-buildups, and lithoherms. Coral carbonate mounds can take on various shapes and sizes, reaching tens of meters in height and tens of kilometers in size. They may or may not currently include biogenic reefs (Roberts et al. 2009)."
GC,Geoform,19,Deep/Cold-Water Coral Reef,196,"Reefs formed by deepwater azooxanthellate (i.e., lacking symbiotic algae), stony corals (Order Scleractinia). Aggregations of these colonial corals can form structures that range from small patch reefs that are several meters across, to large reefs and giant carbonate mounds up to 300 meters high and several kilometers in diameter; these reefs form over many thousands to millions of years (Roberts, Wheeler, and Freiwald 2006)."
GC,Geoform,19,Delta,74,"The low, nearly flat, alluvial tract of land at (or near) the mouth of a river. Deltas commonly form a triangular or fan-shaped plain of considerable area, which is crossed by many distributaries of the main river; deltas may extend beyond the general trend of the coast, and occur as a result of the accumulation of river sediment supplied in such quantities that it is not removed by tides, waves, and currents."
GC,Geoform,19,Delta Plain,80,"The level (or nearly level) surface that makes up the landward part of a large delta; strictly, a flood plain characterized by repeated channel bifurcation and divergence, multiple distributary channels, and interdistributary flood basins."
GC,Geoform,19,Depression,81,General term for any relatively sunken part of the earth's surface—especially a low-lying area surrounded by higher ground. Depressions often have no natural outlet for surface drainage (such as an interior basin or a karstic sinkhole) (Jackson 1997).
GC,Geoform,19,Diapir,83,A dome or anticlinal fold in which the overlying rocks or sediments have been ruptured when the plastic core material was squeezed out. Diapirs in sedimentary strata usually contain cores of salt or shale; igneous intrusions may also show diapiric structure.
GC,Geoform,19,Dike,85,"A tabular, igneous intrusion that cuts across the bedding or foliation of the country rock. Dikes are often more resistant to erosion than the surrounding country rock, and dikes can form long ridges."
GC,Geoform Type,20,Disintegration Moraine,123,"A drift topography characterized by chaotic mounds and pits (generally randomly oriented) developed in supraglacial drift by collapse and flow as the underlying stagnant ice melted. Slopes may be steep and unstable, and there will be used and unused stream courses and lake depressions interspersed with the morainic ridges. Characteristically, there are numerous abrupt changes (lateral and vertical) between unconsolidated materials of differing lithology."
GC,Tectonic Setting,21,Divergent Active Continental Margin,32,Areas where tensional tectonic forces result in the crustal rocks being stretched and—ultimately—split apart or rifted. These areas are marked by subsidence and a continental rise.
GC,Geoform,19,Dock/Pier,236,"A landing place for vessels normally oriented perpendicular to the shore with a flat surface for off-loading materials. Docks may be fixed in position through anchors or piles, or be supported by pilings or other structures."
GC,Geoform,19,Dredge Deposit,238,"A subaqueous area that is substantially shallower than the surrounding area, which resulted from the deposition of materials from dredging and dumping."
GC,Geoform Type,20,Dredge Deposit Bank,239,A subaerial mound or ridge (which permanently stands above the water) composed of randomly mixed sediments deposited during dredging and dumping.
GC,Geoform Type,20,Dredge Deposit Shoal,584,"A subaqueous area that is substantially shallower than the surrounding area, which resulted from the deposition of materials from dredging and dumping."
GC,Geoform,19,Dredge Disturbance,240,"An area of the seafloor impacted by dredging activities. In this instance, the term is meant to apply to secondary scarring, smothering, or destruction of epibenthic and near-surface infaunal communities by dredging activity (rather than the direct removal of material by dredging which would be characterized under the Dredged Channel or other geoforms)."
GC,Geoform,19,Dredged/Excavated Channel,237,"A roughly linear, deep area within an existing water body formed by a dredging operation for navigation purposes (after Wells et al. 1994)."
GC,Geoform,19,Drilling (Oil and Gas) Rig,241,"Large structures built to house workers and machinery needed to drill wells in the ocean bed in order to extract oil or other natural resources. They may be attached to the ocean floor, consist of an artificial island, or be floating; rigs often provide important structure and attachment points for marine animals."
GC,Geoform,19,Drumlin,583,"Drumlins are products of the streamline (laminar) flow of glaciers, which molded the subglacial floor through a combination of erosion and deposition. A drumlin is a low, smooth, elongated-oval hill, mound, or ridge of compact till, which has a core of bedrock or drift. A drumlin usually has a blunt nose facing the direction from which the ice approached, and a gentler slope tapering in the other direction. The longest axis is parallel to the general direction of glacier flow."
GC,Geoform,19,Drumlin Field,86,"Groups or clusters of closely spaced drumlins or drumlinoid ridges, distributed more or less en echelon, and commonly separated by small, marshy tracts or depressions (interdrumlins)."
GC,Geoform,19,Dune,88,An active accumulation of sand (formed by wind action) with some elevation; dunes occur on a beach or further inland.
GC,Geoform,19,Dune Field,87,"An assemblage of moving and/or stabilized dunes; sand plains; interdune areas; and the ponds, lakes, or swamps produced by the blocking of waterways by migrating dunes (U.S. Department of Agriculture 2008)."
GC,Geoform Type,20,Ebb Tidal Delta,76,"A largely subaqueous (although sometimes intertidal), crudely fan-shaped delta with sand-sized sediment, which has been formed on the seaward side of a tidal inlet (modified from Boothroyd et al. 1985; Davis 1994; Ritter, Kochel, and Miller 1995)."
GC,Geoform Type,20,Ebb Tidal Delta Flat,97,"The relatively flat, dominant component of the ebb tidal delta. At extreme low tide, this landform may be exposed for a relatively short period (U.S. Department of Agriculture 2008)."
GC,Physiographic Setting,17,Embayment/Bay,47,"A water body with some level of enclosure by land at different spatial scales. These can be wide, curving indentations in the coast, arms of the sea, or bodies of water almost surrounded by land. These features can be small—with considerable freshwater and terrestrial influence—or large and generally oceanic in character."
GC,Geoform Type,20,End Moraine,124,A ridge-like accumulation that is being (or was) produced at the outer margin of an actively flowing glacier at any given time; a moraine that has been deposited at the outer or lower end of a valley glacier.
GC,Geoform Type,20,Erosion Scarp,153,"A long, steep slope or line of cliffs at the edge of a plateau or ridge formed by erosion."
GC,Geoform Type,20,Esker,144,"A long, narrow, sinuous, steep-sided ridge composed of irregularly stratified sand and gravel that was deposited as the bed of a stream flowing in a subglacial ice tunnel (within or below the ice) or between ice walls on top of the ice of a wasting glacier. Eskers remain behind as high ground when the glacier melts. Eskers range in length from less than a kilometer to more than 160 kilometers, and the height range is 3 - 30 meters."
GC,Geoform,19,Fan,89,"A low, outspread gently to steeply sloping mass of loose material, which is shaped like an open fan or a segment of a cone. Fans are made of material deposited by a flow of water at the place where it issues from a narrower or steeper gradient area into a broader area, valley, flat, or other feature."
GC,Geoform Type,20,Fault Scarp,152,"A feature caused by the rapid erosion of soft rock on the side of a fault (as compared to that of more resistant rock on the other side), for example, the east face of the Sierra Nevada in California."
GC,Geoform,19,Fill Area,242,A topographically low area into which unconsolidated material has been placed in order to raise the ground level as part of development or expansion of coastal infrastructure.
GC,Geoform,19,Fish Pond,244,"These are mostly enclosed basins, usually along the shore used to trap fish. During high tide they are open to the sea but as the tide recedes they become cut off to allow capture of the trapped fish. These features may be very old and have strong cultural and archaeological significance."
GC,Physiographic Setting,17,Fjord,48,"A long, narrow, glacially eroded inlet or arm of the sea. They are often U-shaped, steep-walled, and deep. Because of their depth, they tend to have low surface-area-to-volume ratios. They have moderate watershed-to-water-area ratios and low-to-moderate riverine inputs. Fjords often have a geologic sill formation at the seaward end caused by glacial action. This morphology—combined with a low exchange of bottom waters with the ocean—can result in formation of hypoxic bottom waters."
GC,Geoform,19,Flat,94,A general term for a level (or nearly level) surface or area of land marked by little or no relief; flats are often composed of unconsolidated sediments (such as mud or sand). These forms are more commonly encountered in the intertidal or in the shallow subtidal zones (see Figure 6.2).
GC,Geoform Type,20,Flood Tidal Delta,77,"Equivalent to an Ebb Tidal Delta, except that this delta occurs on the landward side of a tidal inlet (modified from Boothroyd et al. 1985; Davis 1994; Ritter et al. 1995). Flood tides transport sediment through the tidal inlet, over a flood ramp where currents slow and dissipate before entering the lagoon (Davis 1994). Generally, flood tidal deltas along microtidal coasts are multi-lobate and unaffected by ebbing currents (modified from Davis 1994)."
GC,Geoform Type,20,Flood Tidal Delta Flat,98,"The relatively flat, dominant component of the flood tidal delta. At extreme low tide, this landform may be exposed for a relatively short period (U.S. Department of Agriculture 2008)."
GC,Geoform Type,20,Flood Tidal Delta Slope,78,The sloping surfaces found at the edge of the tidal delta.
GC,Geoform,19,Fluvio-Marine Deposit,102,"Stratified materials (clay, silt, sand, or gravel) formed by both marine and fluvial processes, resulting from non-tidal sea-level fluctuations, subsidence, and/or stream migration (e.g., materials originally deposited in a nearshore environment and subsequently reworked by fluvial processes as the sea level fell)."
GC,Geoform Type,20,Fluviomarine Terrace,178,"A constructional, coastal strip, which slopes gently seaward and/or down valley and is veneered by (or completely composed of) unconsolidated fluviomarine deposits—typically silt, sand, and fine gravel (Schoeneberger and Wysocki 2005)."
GC,Geoform Type,20,Foreshore,168,The zone of the shore or beach that is regularly covered and uncovered by the rise and fall of the tide.
GC,Geoform,19,Fracture,103,A crack or split formed in a rock or bedrock as a result of local erosion or rock stress; they are not due to tectonic actions (which form larger faults and fracture zones).
GC,Tectonic Setting,21,Fracture Zone,33,An elongate zone of unusually irregular topography (on the deep seafloor) that often separates basins and regions of different depths; fracture zones commonly follow (and extend beyond) offsets of the mid-ocean ridge.
GC,Geoform Type,20,Fragile Mesophotic Coral Reef,204,Coral reef characterized by delicate branching corals and other reef organisms.
GC,Geoform Type,20,Fringing Coral Reef,205,Fringing coral reefs are generally linear and generally aligned with the nearby coast. They have the same general morphology as the larger barrier reefs but occur at smaller scales.
GC,Geoform Type,20,Fringing Mollusk Reef,192,"Narrow, linear reefs, which are usually lying below the marsh platform. These reefs form along the shore of tidal creeks, and they are typically intertidal (see Figure 6.5)."
GC,Geoform,,Geoform,,"Geoforms are physical, coastal and seafloor structures that are generally no larger than hundreds of square kilometers in size. This size determination may be an areal extent or a linear distance. Larger geoforms (Level 1) are generally larger than one square kilometer, and correspond to Megahabitats in the Greene et al. classification system (2007). These features can be defined using geologic or geomorphic maps and bathymetric images of the seafloor at map scales of 1:250,000 or less. Smaller geoforms (Level 2) are generally less than one square kilometer in size (or less than 1 kilometer in distance); and correspond to Meso-and Macro-habitats in the Greene et al. system. Level 2 geoforms (such as individual coral reefs, tide pools, and sand wave fields) can be identified through in-situ observational methods (such as underwater videography) or through low-altitude, high-resolution optical or acoustic remote sensing."
GC,Geoform Type,,Geoform Type,,"Geoform types are varieties of geoforms that provide further information on morphology and physical processes underway at any individual geoform. Users are encouraged to apply the Type designations where applicable—but they are not required to use it if their data do not support this level of detail. Users are also encouraged to provide the full nesting (recording of upper-level attributes) for any geoforms they identify, although there will be many instances where this is not practical."
GC,Geoform Origin,18,Geologic,11,"Geologic geoforms are formed by the abiotic processes of uplift, erosion, volcanism, deposition, fluid seepage, and material movement. Uplift may be a result of local and regional seismic and tectonic processes. Waves, currents, wind, chemical dissolution, seismic motion, and chemical precipitation all contribute to these geoforms and give them their distinctive qualities."
GC,Geoform Type,20,Glacial (Kame) Delta,75,"A landform made by a stream flowing through glacial ice and then depositing material as it enters a lake or pond at the end (or terminus) of the glacier. This delta is distinctive because it has been sorted by the action of the stream. This landform may often be observed after the glacier has melted. As the glacier melts, the edges of the delta may subside (as ice under it melts); additionally, glacial till may be deposited in the lateral or side area of the delta from the melting glacier."
GC,Geoform Type,20,Groin,229,A small jetty extending perpendicular from the shore designed to reduce beach erosion. Groins provide hard substrate in what is often an area dominated by unconsolidated sediments.
GC,Geoform Type,20,Ground Moraine,125,"An extensive, low-relief area of till, that has an uneven or undulating surface and is commonly bounded on the distal end by a recessional or end moraine. Ground moraines usually consist of poorly sorted rock and mineral debris (till), which has been dragged along, in, on, or beneath a glacier, and then deposited by basal lodgment and release from downwasting stagnant ice by ablation."
GC,Geoform Type,20,Guyot,159,A type of seamount that has a flat top.
GC,Geoform Type,20,Halo,206,"The zone of low-relief, generally bare, sand surrounding Patch Coral Reefs. Halos are often formed by the action of grazing herbivores in the adjacent patch reef itself."
GC,Geoform,19,Harbor,245,"A small bay or a sheltered part of a sea, lake, or other large body of water. A harbor is usually well protected (either naturally or artificially) against high waves and strong currents and serves as a safe anchorage for ships and where port facilities are present. Many smaller anthropogenic geoforms may be encountered within a harbor."
GC,Geoform Type,20,Harbor Bar,220,"A bar built across the exit to a harbor, in some cases to reduce wave energy within the harbor itself."
GC,Geoform,19,Hole/Pit,104,A generally more steep- sided indentation or depression that is lower than the surrounding surface formed through a variety of processes.
GC,Geoform,19,Hydrothermal Vent,108,"Structures on the seafloor through which materials related to volcanic activity are extruded. These often form tall, chimney-like structures and can support diverse chemosynthetic biota and associated communities."
GC,Geoform,19,Hydrothermal Vent Field,107,"An area where several hydrothermal vents, either active or inactive, are present."
GC,Geoform Type,20,Iceberg Scour Scar/Furrow,156,A scar formed by an iceberg dragging across the substrate. These can occur in shallow water and extend for long distances.
GC,Physiographic Setting,17,Inland/Enclosed Sea,49,"A large, water body almost completely surrounded by land. Salinities range from fresh through marine. The term <i>inland</i> is used to describe situations where the water body is connected to an adjacent large water body by a narrow strait, channel, canal, or river. Examples of this type of setting are the Mediterranean and Black Seas. The Great Lakes, due to their connectivity to the Atlantic Ocean via the St. Lawrence River also fall into this category."
GC,Geoform,19,Inlet,109,"Inlets are narrow constrictions through which water flows. The term is commonly used to describe gaps between barrier islands that allow tidal exchange with the adjacent—more enclosed—bays, lagoons, or marshes."
GC,Geoform,19,Island,112,"An area of land completely surrounded by water—or an elevated area of land surrounded by swamp or marsh, which is isolated at high water or during floods."
GC,Geoform Type,20,Kame Moraine,126,"An end moraine that contains numerous kames, commonly comprising the slumped or erosional remnants of a formerly continuous outwash plain that built up over the foot of rapidly wasting or stagnant ice."
GC,Geoform,19,Karren,114,"Repeating, surficial solution channels, grooves, or other forms that are etched onto massive, bare limestone surfaces; types range in depth from a few millimeters up to one meter, and they are separated by ridges May also refer to the total complex (all varieties) of surficial solution forms found on compact, pure limestone (U.S. Department of Agriculture 2008)."
GC,Geoform,19,Knob,115,"A rounded protuberance, usually prominent or isolated with steep sides; also including peaks or other projections from seamounts, or a groups of boulders, or other protruding areas of resistant rocks"
GC,Geoform Type,20,Knoll Seamount,160,"A submerged elevation of rounded shape that rises from the ocean floor, but is less prominent than a seamount."
GC,Geoform,19,Lagoon,116,"Lagoons tend to be shallow, highly enclosed, with reduced exchange with the ocean, often experiencing high evaporation, and quiescent in terms of wind, current, and wave energy. They tend to have a very high surface to volume ratio, low to moderate watershed to water area ratio and can have a high wetland to water ratio. The flushing times tend to be long relative to riverine estuaries and even embayments, as the restricted exchange with the marine end member and reduced river input lengthen residence times."
GC,Physiographic Setting,17,Lagoonal Estuary,50,"This class of estuary tends to be shallow, highly enclosed, and have reduced exchange with the ocean. They often experience high evaporation, and they tend to be quiescent in terms of wind, current, and wave energy. Lagoonal estuaries usually have a very high surface-to-volume ratio, a low-to-moderate watershed-to-water-area ratio, and can have a high wetland-to-water ratio. The flushing times tend to be long relative to riverine estuaries and embayments because the restricted exchange with the marine-end member and the reduced river input lengthen residence times. As such, there tends to be more benthic-pelagic interaction, enhanced by generally shallow bathymetry. Additionally, exchange with surrounding landscapes (often riparian wetland and palustrine systems) tends to be enhanced and more highly coupled than in other types of estuaries.<br/><br/>Occasionally, a lagoon may be produced by the temporary sealing of a river estuary by a barrier. Such lagoons are usually seasonal and exist until the river breaches the barrier; these lagoons occur in regions of low or sporadic rainfall."
GC,Geoform Type,20,Landfill,243,A fill area where some form of solid waste is being used as the fill material.
GC,Geoform Type,20,Lateral Moraine,127,A ridge-like moraine carried on (and deposited at) the side margin of a valley glacier. It is composed chiefly of rock fragments derived from valley walls by either glacial abrasion and plucking or colluvial accumulation from adjacent slopes.
GC,Geoform,19,Lava Field/Plain,117,"A relatively well-defined area that is covered by lava flows. These can be found either along the coast or in deeper water. Terrain in lava fields can be rough and broken or it can be relatively smooth; the terrain can also include vent structures (e.g., small cinder cones or spatter cones), surface flow structures (e.g., pressure ridges or tumuli), and small, intermittent areas covered with pyroclastics."
GC,Geoform Type,20,Lava Levee,134,"The scoriaceous sheets of lava that overflowed their natural channels and solidified to form a levee, similar to levees formed by an overflowing stream of water."
GC,Geoform,19,Ledge,118,Bedding planes that are exposed (either on the surface or at depth) often form ledges that have a high habitat value and support colonizing plants and animals. Ledges often provide a more level surface than the bounding slopes. Ledges in the intertidal zone can form shelves or projections of rock (that are much longer than they are wide) on a rock wall or cliff face. They are formed along a coast by differential wave action on softer rocks and may be eroded by biological and chemical weathering.
GC,Geoform Type,20,Levee Delta,79,"A delta having the form of a long, narrow ridge that resembles a natural levee."
GC,Geoform Type,20,Linear Coral Reef,207,"These are linear coral formations that are oriented parallel to shore or the shelf edge. They follow the contours of the shore/shelf edge. This category is used for such commonly used terms as forereef, fringing reef, and shelf edge reef."
GC,Geoform Type,20,Linear Mollusk Reef,193,"Narrow straight or sinuous, ridge-like reefs formed primarily by oysters but also by other mollusks. These are also usually intertidal. Examples of this type of reef can be found in areas with small tidal ranges such as Apalachicola Bay and Nueces Bay, Texas (see Figure 6.6)."
GC,Geoform Type,20,Linear Worm Reef,216,Linear or bench-like reefs formed by worms in the intertidal zone.
GC,Geoform,19,Lock,246,A chamber designed to lift vessels—from one water body to another—by adjusting the level of water in the chamber.
GC,Geoform Type,20,Longshore Bar,22,"A low sand ridge, built chiefly by wave action, occurring at some distance from and generally parallel with the shoreline, being submerged at least by high tides, and typically separated from the beach by an intervening trough."
GC,Geoform,19,Lost/Discarded Fishing Gear,247,"This consists of nets, floats, weights and cabling associated with fishing activities, usually at a commercial level. This type of debris forms a serious hazard for marine life and can persist in the environment for long periods."
GC,Geoform Type,20,Mainland Beach,60,"Any beach that is connected to the mainland, whether fronting bluffs, dunes, or extensive marshes."
GC,Geoform Type,20,Mainland Cove,73,Small embayment or narrow indentation in a mainland coast. These coves usually have narrow entrances and are circular or oval in shape.
GC,Physiographic Setting,17,Major River Delta,51,"The nearly flat, alluvial tract of land at the mouth of a river, which commonly forms a triangular or fan-shaped plain. It is crossed by many distributaries, and the delta is the result of sediment accumulation from the river. Deltas are distinguished from alluvial fans by their flatter slope. Examples of this feature include the Mississippi Delta, the Nile Delta, and the Ganges Delta. All deltas are dynamic areas of mixed-water flow and salinity."
GC,Geoform,19,Marina/Boat Ramp,248,"A series of docks, walkways, slips, and support infrastructure (such as cables and small pipelines) for in-water storage of yachts and boats. Marinas commonly include one or more boat ramps, which consist of a sloping driveway for launching small, trailered vessels."
GC,Physiographic Setting,17,Marine Basin Floor,52,"Basin floors refer broadly to the areas of the seafloor between the base of the continental margin (usually the foot of the continental rise) and the mid-ocean ridge. Occasionally, this large region is subdivided into smaller basins based on local bathymetry."
GC,Geoform,19,Marine Lake,119,"An inland body of permanently standing brackish or saline water whose water level is commonly influenced by ocean tides through subterranean cavities connecting to nearby lagoons. The lake is generally of appreciable size (larger than a pond) and too deep to permit emergent vegetation to take root completely across the expanse of water. Such water bodies can have unique biota (e.g., the stingless jellyfish of Palau)."
GC,Geoform Type,20,Marine Terrace,180,"(a) A narrow, coastal strip, formed of deposited material, that slopes gently seaward. (b) An elevated marine-cut bench or a wave-cut platform that has been exposed by uplift along a seacoast (or by lowering of sea level). Marine Terrace may also refer to a wave-cut platform that merges into a wave-built terrace (Bates and Jackson 1984)."
GC,Geoform,19,Marsh Platform,120,"The flat, often thick, accumulation of peat that supports emergent marsh vegetation. It is commonly dissected by tidal creeks, and it is occasionally buried and re-exposed through the action of beach erosion and new inlet development."
GC,Geoform,19,Megaripples,121,"Large, sand waves or ripple-like features having wavelengths greater than 1 meter or a ripple height greater than 10 centimeters; Megaripples are formed in a subaqueous environment, and they are also known as subaqueous dunes. They may be superimposed with smaller bedforms (Bates and Jackson 1984)."
GC,Tectonic Setting,21,Mid-Ocean Ridge,35,"An extremely large, global spreading center. The mid-ocean ridge is a continuous, seismically active, median mountain range extending through the North Atlantic, South Atlantic, Indian, and South Pacific Oceans. It is a broad, fractured swell with a central rift valley and usually extremely rugged topography. The ridge is 1-3 kilometers in height, about 1,500 kilometers in width, and over 84,000 kilometers in length. Sections of this feature are sometimes named based on the ocean region in which this feature occur (for example, Mid-Atlantic Ridge)."
GC,Geoform,19,Mollusk Reef,191,An area of many shell reefs surrounded and intermixed with channels and unvegetated flats.
GC,Geoform,19,Mooring Field,249,"These are anchorages with many small, fixed buoys in place for securing yachts and other vessels."
GC,Geoform,19,Moraine,122,"A mound, ridge, or other distinct accumulation of unsorted, unstratified, glacial drift (predominantly till) that is deposited chiefly by direct action of glacier ice."
GC,Geoform Type,20,Moraine Shoal,165,The submerged portion of a glacial moraine that reaches close to the surface. These often occur where sea-level rise has drowned former terrestrial glacial features.
GC,Geoform,19,Mosquito Ditch,250,"Straight, narrow channels that were dug to drain the upper reaches of salt marshes in order to control the populations of mosquitoes that breed there. However, draining the standing water also impacts populations of mosquito-eating fish that live in those waters (http://www.edc.uri.edu/restoration/html/intro/salt.htm)."
GC,Geoform,19,Mound/Hummock,130,"A low, rounded, natural hill of unspecified origin, which is generally less than 3 meters high and composed of earthy material."
GC,Geoform,19,Mud Volcano,132,An accumulation (usually conical in shape) of mud and rock formed by volcanic gases; may also refer to a similar accumulation formed by escaping petroliferous gases (Bates and Jackson 1984) (see Figure 6.3).
GC,Geoform,19,Natural Levee,133,"An embankment of sediment, bordering one or both sides of a submarine canyon, fan valley, deep-sea channel, river, or other feature. A natural levee has a long, broad, low shape and is composed of sand and coarse silt, which was built by a stream on its flood plain and along both sides of its channel—especially in time of flood when water overflowing the normal banks is forced to deposit the coarsest part of its load. It has a gentle slope away from the river and toward the surrounding floodplain, and its highest elevation is closest to the river bank."
GC,Physiographic Setting,17,Ocean Bank/Plateau,53,"A mound-like or ridge-like elevated area on the seafloor; it may have a modest-to-substantial extent. Although submerged, this feature can reach close to sea level (e.g., Bahama Banks)."
GC,Geoform,19,Outfall/Intake,251,"Outfalls are pipelines or tunnels that discharge municipal or industrial wastewater, storm water, combined sewer overflows, cooling water, or brine effluents to a receiving water body. Intakes are pipes designed (and placed) to draw lake or seawater into a man-made pond or other facility."
GC,Geoform,19,Overhang (Cliff),135,"A rock mass jutting out from a slope, especially the upper part or edge of an eroded cliff projecting out over the lower, undercut part (as above a wave-cut notch). Generally these are characterized as having a slope greater than 90 degrees."
GC,Geoform,19,Panne,136,"Shallow depressions or flats, often occurring in and adjacent to marshes in the high intertidal that zone that receive saltwater inflow on an infrequent basis. They often are unvegetated and can have encrustations of salt left by evaporation."
GC,Geoform Type,20,Pass/Lagoon Channel,66,"A generally narrow passage way, open on both ends, through a shoal. In coral reef settings this feature connects the lagoon with the open ocean or bay."
GC,Tectonic Setting,21,Passive Continental Margin,36,"The transition between oceanic and continental crust that is not an active plate margin. This feature was constructed by sedimentation above an ancient rift, now marked by transitional crust. Major tectonic movement is broad, whereas regional vertical adjustment, earthquakes, and volcanic activity are minor and local."
GC,Geoform Type,20,Patch Coral Reef,208,"Individual patch coral reefs are coral formations with circular or oblong shapes and vertical reliefs of one meter or more in relation to the surrounding seafloor. These reefs are isolated from other coral reef formations by bare sand, seagrass, rhodoliths, or other habitats—and have no organized structural axis relative to the contours of the insular shelf edge (Zitello et al. 2009)."
GC,Geoform Type,20,Patch Mollusk Reef,194,"Mounded, generally round or lobate reefs that have some vertical relief above the surrounding substrate. These are usually intertidal, but they can occur in subtidal settings (see Figure 6.7)."
GC,Geoform Type,20,Patch Worm Reef,215,"These reefs are often massive, boulder-like structures separated from each other by unconsolidated sediments."
GC,Geoform,19,Pavement Area,137,"Flat (or gently sloping), low-relief, solid, carbonate rock with little or no fine-scale rugosity. These areas can be covered with algae, hard coral, gorgonians, zooanthids, or other sessile vertebrates; the coverage may be dense enough to partially obscure the underlying surface. On less colonized pavement features, rock may be covered by a thin sand veneer (Kendall et al. 2001)."
,Physiographic Setting,,Physiographic Setting,,"Spatially nested within the tectonic settings, physiographic settings describe landscape-level geomorphological features from the coast to mid-ocean spreading centers. These large features—generally on the scale of hundreds of square kilometers—can cross tectonic settings, and they can be delineated at a scale of 1:1,000,000 (or greater) using bathymetric maps and other remote sensing data. Each setting will normally contain a wide variety of the smaller geoform features."
GC,Geoform,19,Pilings,252,"A structure formed by piles that are long, slender columns—usually made of timber, steel, or reinforced concrete (see Figure 6.10)."
GC,Geoform Type,20,Pinnacle Coral Reef,209,A reef structure formed by the aggregation of many individual pinnacles
GC,Geoform Type,20,Pinnacle Seamount,161,"A steep-sided, often isolated peak that can occur at depth or reach close to the surface. They are often important aggregation points for fish and other marine life."
GC,Geoform,19,Pipeline Area,253,A corridor through which one or more pipelines have been placed.
GC,Geoform,19,Platform,138,"Any level or nearly level surface, ranging in size from a terrace or bench to a plateau defined by slopes around its edges."
GC,Geoform Type,20,Pocket Beach,61,"A small beach between two headlands. Because of this isolation, there is very little—or no—exchange of sediment between the pocket beach and the adjacent shorelines."
GC,Geoform,19,Pockmark,141,Small craters in the seabed caused by fluids (gas and liquids) erupting and streaming through the sediments. Some pockmarks discovered off Nova Scotia have been up to 150 meters in diameter and 10 meters deep.
GC,Geoform,19,Pockmark Field,140,An area of the seafloor dominated by many pockmarks.
GC,Geoform Type,20,Point Bar,23,"Low, arcuate, subaerial ridges of sand developed adjacent to an inlet and formed by the lateral accretion or movement of the channel."
GC,Geoform Type,20,Prop Scar,225,A scar that is the result of boat or ship propellers making contact with the bottom. Usually these are linear features occurring in shallow areas or shoals.
GC,Geoform Type,20,Recessional Moraine,128,"An end or lateral moraine, built during a temporary—but significant—halt in the final retreat of a glacier. May also refer to a moraine built during a minor re-advance of the ice front during a period of general recession."
GC,Geoform Type,20,Relict Longshore Bar,24,"A narrow, elongate, coarse-textured ridge that once rose near to, or barely above, a pluvial or glacial lake or other body of water and extended generally parallel to the shore but was separated from it by an intervening trough or lagoon; both the bar and lagoon are now relict features (Jackson 1997)."
GC,Geoform Type,20,Relict Tidal Inlet,111,A channel remnant that is left from a former tidal inlet. The channel was cut off or abandoned by infilling from migrating shore sediments.
GC,Geoform,19,Ridge,142,"A long, narrow elevation, usually sharp crested with steep sides. Larger ridges can form an extended upland between valleys."
